Zip,City,State,County,population,weight
48269,Detroit,MI,Wayne,0,0.0
48272,Detroit,MI,Wayne,0,0.0
48275,Detroit,MI,Wayne,0,0.0
48277,Detroit,MI,Wayne,0,0.0
48278,Detroit,MI,Wayne,0,0.0
48279,Detroit,MI,Wayne,0,0.0
48288,Detroit,MI,Wayne,0,0.0
49601,Cadillac,MI,Wexford,21529,4.699661043523356e-05
49618,Boon,MI,Wexford,719,1.5695370385495345e-06
49620,Buckley,MI,Wexford,2707,5.90923054708427e-06
49638,Harrietta,MI,Wexford,873,1.905710479351521e-06
49663,Manton,MI,Wexford,6243,1.3628122019005208e-05
49668,Mesick,MI,Wexford,3315,7.236460754925879e-06
55748,Hill City,MN,Aitkin,1394,3.0430245225842157e-06
55752,Jacobson,MN,Aitkin,347,7.574817140148657e-07
55760,Mcgregor,MN,Aitkin,3047,6.651431650153591e-06
55785,Swatara,MN,Aitkin,204,4.4532066184159254e-07
55787,Tamarack,MN,Aitkin,559,1.2202659312227953e-06
56350,Mc Grath,MN,Aitkin,499,1.089289265975268e-06
56431,Aitkin,MN,Aitkin,8834,1.9284131013277592e-05
56469,Palisade,MN,Aitkin,1091,2.3815923630842033e-06
55005,Bethel,MN,Anoka,4623,1.0091752057321973e-05
55011,Cedar,MN,Anoka,10494,2.2907818751792512e-05
55014,Circle Pines,MN,Anoka,28039,6.120757861459027e-05
55070,Saint Francis,MN,Anoka,7810,1.704879592638646e-05
55303,Anoka,MN,Anoka,49377,0.00010778724666545253
55304,Andover,MN,Anoka,48981,0.00010692280067481885
55421,Minneapolis,MN,Anoka,27998,6.111807789333778e-05
55432,Minneapolis,MN,Anoka,30323,6.619342367167947e-05
55433,Minneapolis,MN,Anoka,34606,7.554297462593211e-05
55434,Minneapolis,MN,Anoka,30559,6.67085985549864e-05
55448,Minneapolis,MN,Anoka,27787,6.065747662055065e-05
55449,Minneapolis,MN,Anoka,27946,6.1004564783456596e-05
56501,Detroit Lakes,MN,Becker,17313,3.779331675717398e-05
56502,Detroit Lakes,MN,Becker,17313,3.779331675717398e-05
56511,Audubon,MN,Becker,1907,4.1628750104505734e-06
56521,Callaway,MN,Becker,745,1.6262935934901296e-06
56544,Frazee,MN,Becker,5531,1.2073865591401218e-05
56554,Lake Park,MN,Becker,2759,6.02274365696546e-06
56569,Ogema,MN,Becker,1303,2.8443765802921328e-06
56570,Osage,MN,Becker,1165,2.54313025022282e-06
56575,Ponsford,MN,Becker,801,1.7485384810544884e-06
56577,Richwood,MN,Becker,4,8.731777683168481e-09
56578,Rochert,MN,Becker,705,1.5389758166584448e-06
56591,White Earth,MN,Becker,190,4.1475943995050286e-07
56593,Wolf Lake,MN,Becker,0,0.0
56601,Bemidji,MN,Beltrami,34281,7.483351768917468e-05
56619,Bemidji,MN,Beltrami,34281,7.483351768917468e-05
56630,Blackduck,MN,Beltrami,2216,4.837404836475339e-06
56647,Hines,MN,Beltrami,848,1.851136868831718e-06
56650,Kelliher,MN,Beltrami,739,1.613195926965377e-06
56663,Pennington,MN,Beltrami,161,3.5145405174753137e-07
56666,Ponemah,MN,Beltrami,1080,2.35757997445549e-06
56667,Puposky,MN,Beltrami,581,1.268290708480222e-06
56670,Redby,MN,Beltrami,1471,3.211111242985209e-06
56671,Redlake,MN,Beltrami,3294,7.190618922089244e-06
56678,Solway,MN,Beltrami,1201,2.6217162493713365e-06
56683,Tenstrike,MN,Beltrami,708,1.5455246499208212e-06
56685,Waskish,MN,Beltrami,95,2.0737971997525143e-07
56687,Wilton,MN,Beltrami,55,1.2006194314356662e-07
56329,Foley,MN,Benton,7524,1.6424473822039913e-05
56333,Gilman,MN,Benton,1546,3.374832074544618e-06
56357,Oak Park,MN,Benton,1080,2.35757997445549e-06
56367,Rice,MN,Benton,6614,1.4437994399119084e-05
56379,Sauk Rapids,MN,Benton,17017,3.714716520861951e-05
56210,Barry,MN,Big Stone,5,1.0914722103960602e-08
56211,Beardsley,MN,Big Stone,402,8.775436571584324e-07
56225,Clinton,MN,Big Stone,740,1.615378871386169e-06
56227,Correll,MN,Big Stone,178,3.885641069009974e-07
56240,Graceville,MN,Big Stone,1065,2.324835808143608e-06
56276,Odessa,MN,Big Stone,216,4.71515994891098e-07
56278,Ortonville,MN,Big Stone,2642,5.767339159732782e-06
56001,Mankato,MN,Blue Earth,48214,0.0001052484823040713
56002,Mankato,MN,Blue Earth,48214,0.0001052484823040713
56010,Amboy,MN,Blue Earth,1268,2.7679735255644086e-06
56024,Eagle Lake,MN,Blue Earth,3283,7.166606533460531e-06
56034,Garden City,MN,Blue Earth,446,9.735932116732857e-07
56037,Good Thunder,MN,Blue Earth,1594,3.4796134067426398e-06
56055,Lake Crystal,MN,Blue Earth,3974,8.675021128227886e-06
56063,Madison Lake,MN,Blue Earth,2800,6.112244378217937e-06
56065,Mapleton,MN,Blue Earth,2748,5.998731268336747e-06
56078,Pemberton,MN,Blue Earth,487,1.0630939329257626e-06
56080,Saint Clair,MN,Blue Earth,764,1.66776953748518e-06
56090,Vernon Center,MN,Blue Earth,708,1.5455246499208212e-06
56019,Comfrey,MN,Brown,828,1.8074779804158756e-06
56030,Essig,MN,Brown,759,1.6568548153812193e-06
56041,Hanska,MN,Brown,1101,2.4034218072921245e-06
56073,New Ulm,MN,Brown,16572,3.617575494136702e-05
56084,Searles,MN,Brown,831,1.814026813678252e-06
56085,Sleepy Eye,MN,Brown,5273,1.1510665930836851e-05
56087,Springfield,MN,Brown,2988,6.5226379293268555e-06
55707,Barnum,MN,Carlton,3353,7.319412642915979e-06
55718,Carlton,MN,Carlton,3267,7.131679422727857e-06
55720,Cloquet,MN,Carlton,16958,3.7018371487792774e-05
55726,Cromwell,MN,Carlton,1062,2.3182869748812318e-06
55733,Esko,MN,Carlton,4837,1.0558902163371487e-05
55749,Holyoke,MN,Carlton,410,8.950072125247693e-07
55757,Kettle River,MN,Carlton,734,1.6022812048614163e-06
55767,Moose Lake,MN,Carlton,4517,9.860359948718008e-06
55780,Sawyer,MN,Carlton,214,4.6715010604951375e-07
55797,Wrenshall,MN,Carlton,1578,3.444686296009966e-06
55798,Wright,MN,Carlton,633,1.3818038183614122e-06
55315,Carver,MN,Carver,5651,1.2335818921896273e-05
55317,Chanhassen,MN,Carver,21739,4.7455028763599906e-05
55318,Chaska,MN,Carver,27657,6.037369384584767e-05
55322,Cologne,MN,Carver,3505,7.651220194876383e-06
55339,Hamburg,MN,Carver,1085,2.3684946965594505e-06
55360,Mayer,MN,Carver,2774,6.055487823277342e-06
55367,New Germany,MN,Carver,1004,2.191676198475289e-06
55368,Norwood Young America,MN,Carver,2190,4.7806482815347435e-06
55383,Norwood,MN,Carver,3649,7.965564191470448e-06
55386,Victoria,MN,Carver,7646,1.6690793041376554e-05
55387,Waconia,MN,Carver,13344,2.9129210351050053e-05
55388,Watertown,MN,Carver,5858,1.278768841700024e-05
55397,Young America,MN,Carver,2825,6.16681798873774e-06
55473,Minneapolis,MN,Carver,1108,2.4187024182376693e-06
55550,Young America,MN,Carver,1108,2.4187024182376693e-06
55551,Young America,MN,Carver,1108,2.4187024182376693e-06
55553,Young America,MN,Carver,1108,2.4187024182376693e-06
55554,Norwood,MN,Carver,1108,2.4187024182376693e-06
55558,Young America,MN,Carver,1108,2.4187024182376693e-06
55568,Young America,MN,Carver,1108,2.4187024182376693e-06
55583,Norwood,MN,Carver,1108,2.4187024182376693e-06
55594,Young America,MN,Carver,1108,2.4187024182376693e-06
56430,Ah Gwah Ching,MN,Cass,8192,1.788268069512905e-05
56435,Backus,MN,Cass,2499,5.455178107559509e-06
56452,Hackensack,MN,Cass,1845,4.027532456361462e-06
56473,Pillager,MN,Cass,3488,7.614110139722916e-06
56474,Pine River,MN,Cass,4080,8.906413236831851e-06
56484,Walker,MN,Cass,3500,7.640305472772421e-06
56626,Bena,MN,Cass,285,6.221391599257543e-07
56633,Cass Lake,MN,Cass,4490,9.80142044935662e-06
56641,Federal Dam,MN,Cass,322,7.029081034950627e-07
56655,Longville,MN,Cass,1612,3.518906406316898e-06
56662,Outing,MN,Cass,483,1.0543621552425941e-06
56672,Remer,MN,Cass,2003,4.372437674846617e-06
56222,Clara City,MN,Chippewa,2046,4.466304284940678e-06
56260,Maynard,MN,Chippewa,900,1.9646499787129083e-06
56262,Milan,MN,Chippewa,708,1.5455246499208212e-06
56265,Montevideo,MN,Chippewa,7322,1.5983519049039907e-05
56295,Watson,MN,Chippewa,291,6.35236826450507e-07
55002,Almelund,MN,Chisago,3019,6.590309206371411e-06
55012,Center City,MN,Chisago,2013,4.394267119054538e-06
55013,Chisago City,MN,Chisago,6810,1.486585150559434e-05
55032,Harris,MN,Chisago,3506,7.653403139297174e-06
55045,Lindstrom,MN,Chisago,7598,1.6586011709178532e-05
55056,North Branch,MN,Chisago,13895,3.0332012726906514e-05
55069,Rush City,MN,Chisago,5279,1.1523763597361604e-05
55074,Shafer,MN,Chisago,2378,5.191041832643662e-06
55078,Stacy,MN,Chisago,13474,2.941299312575303e-05
55079,Stacy,MN,Chisago,8726,1.9048373015832044e-05
55084,Taylors Falls,MN,Chisago,1653,3.608407127569375e-06
55092,Wyoming,MN,Chisago,10836,2.3654385743703416e-05
56514,Barnesville,MN,Clay,3674,8.02013780199025e-06
56525,Comstock,MN,Clay,100,2.1829444207921203e-07
56529,Dilworth,MN,Clay,4370,9.539467118861566e-06
56536,Felton,MN,Clay,388,8.469824352673427e-07
56546,Georgetown,MN,Clay,258,5.63199660564367e-07
56547,Glyndon,MN,Clay,2738,5.976901824128825e-06
56549,Hawley,MN,Clay,4824,1.0530523885901188e-05
56552,Hitterdal,MN,Clay,451,9.845079337772463e-07
56560,Moorhead,MN,Clay,43862,9.574830818478399e-05
56561,Moorhead,MN,Clay,43862,9.574830818478399e-05
56562,Moorhead,MN,Clay,43862,9.574830818478399e-05
56563,Moorhead,MN,Clay,43862,9.574830818478399e-05
56580,Sabin,MN,Clay,1379,3.010280356272334e-06
56585,Ulen,MN,Clay,1090,2.379409418663411e-06
56621,Bagley,MN,Clearwater,4871,1.0633122273678419e-05
56634,Clearbrook,MN,Clearwater,1423,3.106329910787187e-06
56644,Gonvick,MN,Clearwater,842,1.8380392023069653e-06
56652,Leonard,MN,Clearwater,604,1.3184984301584407e-06
56676,Shevlin,MN,Clearwater,1564,3.414125074118876e-06
55604,Grand Marais,MN,Cook,3384,7.387083919960535e-06
55605,Grand Portage,MN,Cook,722,1.5760858718119109e-06
55606,Hovland,MN,Cook,208,4.54052439524761e-07
55612,Lutsen,MN,Cook,622,1.3577914297326988e-06
55613,Schroeder,MN,Cook,185,4.0384471784654226e-07
55615,Tofte,MN,Cook,190,4.1475943995050286e-07
56101,Windom,MN,Cottonwood,5886,1.284881086078242e-05
56118,Bingham Lake,MN,Cottonwood,471,1.0281668221930887e-06
56145,Jeffers,MN,Cottonwood,535,1.1678752651237844e-06
56159,Mountain Lake,MN,Cottonwood,2819,6.153720322212987e-06
56174,Storden,MN,Cottonwood,345,7.531158251732815e-07
56183,Westbrook,MN,Cottonwood,1255,2.739595248094111e-06
56401,Brainerd,MN,Crow Wing,29575,6.456058124492696e-05
56425,Baxter,MN,Crow Wing,8192,1.788268069512905e-05
56441,Crosby,MN,Crow Wing,3848,8.399970131208079e-06
56442,Crosslake,MN,Crow Wing,2261,4.935637335410984e-06
56444,Deerwood,MN,Crow Wing,3094,6.75403003793082e-06
56447,Emily,MN,Crow Wing,914,1.995211200603998e-06
56448,Fifty Lakes,MN,Crow Wing,285,6.221391599257543e-07
56449,Fort Ripley,MN,Crow Wing,1789,3.905287568797103e-06
56450,Garrison,MN,Crow Wing,933,2.0366871445990482e-06
56455,Ironton,MN,Crow Wing,1970,4.300400508960477e-06
56456,Jenkins,MN,Crow Wing,52,1.1351310988119026e-07
56459,Lake Hubert,MN,Crow Wing,359,7.836770470643712e-07
56465,Merrifield,MN,Crow Wing,1976,4.31349817548523e-06
56468,Nisswa,MN,Crow Wing,4483,9.786139838411076e-06
56472,Pequot Lakes,MN,Crow Wing,7854,1.7144845480901315e-05
55010,Castle Rock,MN,Dakota,7761,1.6941831649767647e-05
55024,Farmington,MN,Dakota,35035,7.647945778245193e-05
55031,Hampton,MN,Dakota,2099,4.5820003392426605e-06
55033,Hastings,MN,Dakota,30054,6.560621162248639e-05
55044,Lakeville,MN,Dakota,53547,0.00011689012490015568
55065,Randolph,MN,Dakota,1184,2.5846061942178704e-06
55068,Rosemount,MN,Dakota,29474,6.434010385842696e-05
55075,South Saint Paul,MN,Dakota,20274,4.425701518713945e-05
55076,Inver Grove Heights,MN,Dakota,21681,4.732841798719396e-05
55077,Inver Grove Heights,MN,Dakota,13474,2.941299312575303e-05
55085,Vermillion,MN,Dakota,498,1.087106321554476e-06
55118,Saint Paul,MN,Dakota,28402,6.19999874393378e-05
55120,Saint Paul,MN,Dakota,4355,9.506722952549685e-06
55121,Saint Paul,MN,Dakota,8571,1.8710016630609262e-05
55122,Saint Paul,MN,Dakota,32253,7.040650640380825e-05
55123,Saint Paul,MN,Dakota,25612,5.590957250532779e-05
55124,Saint Paul,MN,Dakota,51931,0.00011336248671615561
55150,Mendota,MN,Dakota,225,4.911624946782271e-07
55306,Burnsville,MN,Dakota,16125,3.5199978785272944e-05
55337,Burnsville,MN,Dakota,45158,9.857740415413057e-05
55924,Claremont,MN,Dodge,1388,3.029926856059463e-06
55927,Dodge Center,MN,Dodge,4296,9.377929231722949e-06
55940,Hayfield,MN,Dodge,2795,6.101329656113976e-06
55944,Kasson,MN,Dodge,7315,1.596823843809436e-05
55955,Mantorville,MN,Dodge,2606,5.6887531605842655e-06
55985,West Concord,MN,Dodge,1909,4.167240899292158e-06
56308,Alexandria,MN,Douglas,25080,5.474824607346638e-05
56315,Brandon,MN,Douglas,1663,3.630236571777296e-06
56319,Carlos,MN,Douglas,1299,2.8356448026089643e-06
56326,Evansville,MN,Douglas,1492,3.2569530758218435e-06
56332,Garfield,MN,Douglas,1546,3.374832074544618e-06
56341,Holmes City,MN,Douglas,2315,5.0535163341337585e-06
56343,Kensington,MN,Douglas,957,2.089077810698059e-06
56354,Miltona,MN,Douglas,1387,3.027743911638671e-06
56355,Nelson,MN,Douglas,555,1.2115341535396268e-06
56360,Osakis,MN,Douglas,3729,8.140199745133817e-06
56013,Blue Earth,MN,Faribault,4277,9.3364532877279e-06
56014,Bricelyn,MN,Faribault,688,1.5018657615049788e-06
56023,Delavan,MN,Faribault,560,1.2224488756435874e-06
56025,Easton,MN,Faribault,442,9.648614339901172e-07
56027,Elmore,MN,Faribault,719,1.5695370385495345e-06
56033,Frost,MN,Faribault,386,8.426165464257584e-07
56047,Huntley,MN,Faribault,127,2.772339414405993e-07
56051,Kiester,MN,Faribault,660,1.4407433177227994e-06
56068,Minnesota Lake,MN,Faribault,984,2.1480173100594464e-06
56097,Wells,MN,Faribault,3720,8.120553245346688e-06
56098,Winnebago,MN,Faribault,2017,4.402998896737707e-06
55922,Canton,MN,Fillmore,1028,2.2440668645742997e-06
55923,Chatfield,MN,Fillmore,4533,9.895287059450682e-06
55935,Fountain,MN,Fillmore,846,1.8467709799901338e-06
55939,Harmony,MN,Fillmore,1984,4.330961730851567e-06
55949,Lanesboro,MN,Fillmore,1727,3.7699450147079918e-06
55954,Mabel,MN,Fillmore,1371,2.992816800905997e-06
55961,Ostrander,MN,Fillmore,407,8.88458379262393e-07
55962,Peterson,MN,Fillmore,752,1.6415742044356745e-06
55965,Preston,MN,Fillmore,2541,5.546861773232778e-06
55971,Rushford,MN,Fillmore,2937,6.411307763866457e-06
55975,Spring Valley,MN,Fillmore,4184,9.133439456594231e-06
55990,Wykoff,MN,Fillmore,977,2.1327366991139015e-06
56007,Albert Lea,MN,Freeborn,21165,4.620201866606523e-05
56009,Alden,MN,Freeborn,1345,2.936060245965402e-06
56016,Clarks Grove,MN,Freeborn,933,2.0366871445990482e-06
56020,Conger,MN,Freeborn,88,1.920991090297066e-07
56029,Emmons,MN,Freeborn,759,1.6568548153812193e-06
56032,Freeborn,MN,Freeborn,269,5.872120491930804e-07
56035,Geneva,MN,Freeborn,354,7.727623249604106e-07
56036,Glenville,MN,Freeborn,1879,4.101752566668394e-06
56042,Hartland,MN,Freeborn,671,1.4647557063515127e-06
56043,Hayward,MN,Freeborn,468,1.0216179889307123e-06
56045,Hollandale,MN,Freeborn,984,2.1480173100594464e-06
56089,Twin Lakes,MN,Freeborn,148,3.230757742772338e-07
55009,Cannon Falls,MN,Goodhue,7761,1.6941831649767647e-05
55018,Dennison,MN,Goodhue,916,1.999577089445582e-06
55026,Frontenac,MN,Goodhue,382,8.3388476874259e-07
55027,Goodhue,MN,Goodhue,3068,6.697273482990225e-06
55066,Red Wing,MN,Goodhue,18192,3.971212490305025e-05
55089,Welch,MN,Goodhue,1843,4.023166567519878e-06
55946,Kenyon,MN,Goodhue,3403,7.428559863955585e-06
55963,Pine Island,MN,Goodhue,5241,1.1440811709371503e-05
55983,Wanamingo,MN,Goodhue,1662,3.628053627356504e-06
55992,Zumbrota,MN,Goodhue,4911,1.0720440050510104e-05
56248,Herman,MN,Grant,804,1.7550873143168647e-06
56274,Norcross,MN,Grant,137,2.990633856485205e-07
56309,Ashby,MN,Grant,1292,2.8203641916634194e-06
56311,Barrett,MN,Grant,757,1.652488926539635e-06
56339,Hoffman,MN,Grant,1094,2.3881411963465796e-06
56531,Elbow Lake,MN,Grant,1967,4.293851675698101e-06
56590,Wendell,MN,Grant,308,6.723468816039731e-07
55111,Saint Paul,MN,Hennepin,20,4.3658888415842406e-08
55305,Hopkins,MN,Hennepin,20818,4.544453695205036e-05
55311,Maple Grove,MN,Hennepin,37703,8.230355349712532e-05
55316,Champlin,MN,Hennepin,24478,5.343411353214952e-05
55323,Crystal Bay,MN,Hennepin,3505,7.651220194876383e-06
55327,Dayton,MN,Hennepin,3402,7.426376919534793e-06
55331,Excelsior,MN,Hennepin,18475,4.0329898174134425e-05
55340,Hamel,MN,Hennepin,8023,1.751376308801518e-05
55343,Hopkins,MN,Hennepin,25185,5.497745523764955e-05
55344,Eden Prairie,MN,Hennepin,17097,3.732180076228288e-05
55345,Minnetonka,MN,Hennepin,21905,4.7817397537451396e-05
55346,Eden Prairie,MN,Hennepin,16413,3.5828666778461075e-05
55347,Eden Prairie,MN,Hennepin,30390,6.633968094787254e-05
55348,Maple Plain,MN,Hennepin,30390,6.633968094787254e-05
55356,Long Lake,MN,Hennepin,5429,1.1851205260480422e-05
55357,Loretto,MN,Hennepin,3229,7.0487275347377565e-06
55359,Maple Plain,MN,Hennepin,6349,1.3859514127609173e-05
55361,Minnetonka Beach,MN,Hennepin,2774,6.055487823277342e-06
55364,Mound,MN,Hennepin,15269,3.333137836107489e-05
55369,Osseo,MN,Hennepin,36800,8.033235468515003e-05
55374,Rogers,MN,Hennepin,15078,3.291443597670359e-05
55375,Saint Bonifacius,MN,Hennepin,4968,1.0844867882495254e-05
55384,Spring Park,MN,Hennepin,1829,3.992605345628788e-06
55391,Wayzata,MN,Hennepin,16322,3.563001883616899e-05
55392,Navarre,MN,Hennepin,16322,3.563001883616899e-05
55401,Minneapolis,MN,Hennepin,9595,2.0945351717500394e-05
55402,Minneapolis,MN,Hennepin,408,8.906413236831851e-07
55403,Minneapolis,MN,Hennepin,16588,3.6210682052099695e-05
55404,Minneapolis,MN,Hennepin,27195,5.9365173523441714e-05
55405,Minneapolis,MN,Hennepin,16169,3.5296028339787794e-05
55406,Minneapolis,MN,Hennepin,33456,7.303258854202118e-05
55407,Minneapolis,MN,Hennepin,41671,9.096547695882845e-05
55408,Minneapolis,MN,Hennepin,31090,6.786774204242702e-05
55409,Minneapolis,MN,Hennepin,11674,2.5483693168327214e-05
55410,Minneapolis,MN,Hennepin,20358,4.4440382518485984e-05
55411,Minneapolis,MN,Hennepin,31850,6.952677980222904e-05
55412,Minneapolis,MN,Hennepin,23200,5.064431056237719e-05
55413,Minneapolis,MN,Hennepin,13945,3.044115994794612e-05
55414,Minneapolis,MN,Hennepin,34725,7.580274501200638e-05
55415,Minneapolis,MN,Hennepin,4480,9.779591005148699e-06
55416,Minneapolis,MN,Hennepin,32171,7.02275049613033e-05
55417,Minneapolis,MN,Hennepin,26481,5.780655120699614e-05
55418,Minneapolis,MN,Hennepin,30211,6.594893389655075e-05
55419,Minneapolis,MN,Hennepin,27109,5.9177440303253594e-05
55420,Minneapolis,MN,Hennepin,21970,4.7959288924802885e-05
55422,Minneapolis,MN,Hennepin,29243,6.383584369722397e-05
55423,Minneapolis,MN,Hennepin,36186,7.899202681078367e-05
55424,Minneapolis,MN,Hennepin,9948,2.1715931098040013e-05
55425,Minneapolis,MN,Hennepin,10435,2.2779025030965775e-05
55426,Minneapolis,MN,Hennepin,26550,5.795717437203079e-05
55427,Minneapolis,MN,Hennepin,22966,5.013350156791183e-05
55428,Minneapolis,MN,Hennepin,31222,6.815589070597159e-05
55429,Minneapolis,MN,Hennepin,27597,6.024271718060015e-05
55430,Minneapolis,MN,Hennepin,22935,5.006583029086728e-05
55431,Minneapolis,MN,Hennepin,18337,4.002865184406511e-05
55435,Minneapolis,MN,Hennepin,13744,3.00023881193669e-05
