Zip,City,State,County,population,weight
79046,Higgins,TX,Lipscomb,674,1.471304539613889e-06
79056,Lipscomb,TX,Lipscomb,73,1.5935494271782478e-07
78022,George West,TX,Live Oak,4027,8.79071718252987e-06
78060,Oakville,TX,Live Oak,115,2.5103860839109384e-07
78071,Three Rivers,TX,Live Oak,4437,9.685724395054639e-06
78075,Whitsett,TX,Live Oak,206,4.496865506831768e-07
78350,Dinero,TX,Live Oak,603,1.3163154857376485e-06
76831,Castell,TX,Llano,36,7.858599914851633e-08
76885,Valley Spring,TX,Llano,322,7.029081034950627e-07
78607,Bluffton,TX,Llano,41,8.950072125247693e-08
78609,Buchanan Dam,TX,Llano,2044,4.461938396099094e-06
78639,Kingsland,TX,Llano,8409,1.835637963444094e-05
78643,Llano,TX,Llano,6265,1.3676146796262635e-05
78657,Horseshoe Bay,TX,Llano,5792,1.264361408522796e-05
78672,Tow,TX,Llano,1173,2.560593805589157e-06
79754,Mentone,TX,Loving,102,2.2266033092079627e-07
79329,Idalou,TX,Lubbock,3092,6.749664149089236e-06
79350,New Deal,TX,Lubbock,422,9.212025455742748e-07
79363,Shallowater,TX,Lubbock,5611,1.2248501145064588e-05
79364,Slaton,TX,Lubbock,7801,1.702914942659933e-05
79366,Ransom Canyon,TX,Lubbock,1056,2.305189308356479e-06
79382,Wolfforth,TX,Lubbock,7243,1.5811066439797327e-05
79401,Lubbock,TX,Lubbock,8295,1.8107523970470637e-05
79402,Lubbock,TX,Lubbock,8295,1.8107523970470637e-05
79403,Lubbock,TX,Lubbock,18147,3.961389240411461e-05
79404,Lubbock,TX,Lubbock,10400,2.270262197623805e-05
79406,Lubbock,TX,Lubbock,6880,1.5018657615049788e-05
79407,Lubbock,TX,Lubbock,22065,4.8166668644778135e-05
79408,Lubbock,TX,Lubbock,22065,4.8166668644778135e-05
79409,Lubbock,TX,Lubbock,22065,4.8166668644778135e-05
79410,Lubbock,TX,Lubbock,10160,2.2178715315247942e-05
79411,Lubbock,TX,Lubbock,7564,1.6511791598871598e-05
79412,Lubbock,TX,Lubbock,16590,3.6215047940941274e-05
79413,Lubbock,TX,Lubbock,22181,4.8419890197590025e-05
79414,Lubbock,TX,Lubbock,18608,4.0620229782099775e-05
79415,Lubbock,TX,Lubbock,17243,3.764051064771853e-05
79416,Lubbock,TX,Lubbock,33796,7.37747896450905e-05
79423,Lubbock,TX,Lubbock,38547,8.414595858827386e-05
79424,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79430,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79452,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79453,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79457,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79464,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79490,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79491,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79493,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79499,Lubbock,TX,Lubbock,46174,0.00010079527568565536
79351,Odonnell,TX,Lynn,1427,3.1150616884703557e-06
79373,Tahoka,TX,Lynn,2875,6.275965209777346e-06
79381,Wilson,TX,Lynn,1601,3.4948940176881846e-06
79383,New Home,TX,Lynn,7243,1.5811066439797327e-05
76825,Brady,TX,McCulloch,6798,1.4839656172544834e-05
76836,Doole,TX,McCulloch,16,3.4927110732673925e-08
76852,Lohn,TX,McCulloch,206,4.496865506831768e-07
76858,Melvin,TX,McCulloch,256,5.588337717227828e-07
76872,Rochelle,TX,McCulloch,896,1.95591820102974e-06
76887,Voca,TX,McCulloch,110,2.4012388628713323e-07
76524,Eddy,TX,McLennan,2944,6.426588374812002e-06
76557,Moody,TX,McLennan,5184,1.1316383877386352e-05
76624,Axtell,TX,McLennan,1925,4.202168010024832e-06
76630,Bruceville,TX,McLennan,1271,2.774522358826785e-06
76633,China Spring,TX,McLennan,5286,1.1539044208307148e-05
76638,Crawford,TX,McLennan,3064,6.688541705307057e-06
76640,Elm Mott,TX,McLennan,3157,6.891555536440724e-06
76643,Hewitt,TX,McLennan,14347,3.131870360510455e-05
76654,Leroy,TX,McLennan,159,3.4708816290594713e-07
76655,Lorena,TX,McLennan,8652,1.8886835128693425e-05
76657,Mc Gregor,TX,McLennan,9897,2.1604600932579616e-05
76664,Mart,TX,McLennan,3762,8.212236911019957e-06
76682,Riesel,TX,McLennan,2817,6.149354433371403e-06
76684,Ross,TX,McLennan,2817,6.149354433371403e-06
76691,West,TX,McLennan,6568,1.4337578955762646e-05
76701,Waco,TX,McLennan,2002,4.370254730425825e-06
76702,Waco,TX,McLennan,2002,4.370254730425825e-06
76703,Waco,TX,McLennan,2002,4.370254730425825e-06
76704,Waco,TX,McLennan,7538,1.6455035043931005e-05
76705,Waco,TX,McLennan,31230,6.817335426133792e-05
76706,Waco,TX,McLennan,38597,8.425510580931347e-05
76707,Waco,TX,McLennan,15418,3.365663707977291e-05
76708,Waco,TX,McLennan,27467,5.995893440589717e-05
76710,Waco,TX,McLennan,24685,5.3885983027253494e-05
76711,Waco,TX,McLennan,9772,2.13317328799806e-05
76712,Woodway,TX,McLennan,25503,5.567163156346144e-05
76714,Waco,TX,McLennan,25503,5.567163156346144e-05
76715,Waco,TX,McLennan,25503,5.567163156346144e-05
76716,Waco,TX,McLennan,25503,5.567163156346144e-05
76797,Waco,TX,McLennan,25503,5.567163156346144e-05
76798,Waco,TX,McLennan,1568,3.4228568518020446e-06
76799,Waco,TX,McLennan,1568,3.4228568518020446e-06
78007,Calliham,TX,McMullen,187,4.082106066881265e-07
78072,Tilden,TX,McMullen,468,1.0216179889307123e-06
75852,Midway,TX,Madison,4462,9.74029800557444e-06
77864,Madisonville,TX,Madison,7198,1.5712833940861684e-05
77872,North Zulch,TX,Madison,1819,3.970775901420867e-06
75564,Lodi,TX,Marion,4709,1.0279485277510095e-05
75657,Jefferson,TX,Marion,7722,1.6856696817356755e-05
79749,Lenorah,TX,Martin,363,7.924088247475397e-07
79782,Stanton,TX,Martin,4618,1.0080837335218012e-05
79783,Tarzan,TX,Martin,284,6.199562155049622e-07
76820,Art,TX,Mason,136,2.9688044122772836e-07
76842,Fredonia,TX,Mason,266,5.80663215930704e-07
76856,Mason,TX,Mason,3650,7.967747135891239e-06
76869,Pontotoc,TX,Mason,100,2.1829444207921203e-07
77404,Bay City,TX,Matagorda,19283,4.209371726613446e-05
77414,Bay City,TX,Matagorda,23989,5.236665371038218e-05
77415,Cedar Lane,TX,Matagorda,85,1.8555027576733023e-07
77419,Blessing,TX,Matagorda,1452,3.1696352989901587e-06
77428,Collegeport,TX,Matagorda,0,0.0
77440,Elmaton,TX,Matagorda,23,5.020772167821877e-08
77456,Markham,TX,Matagorda,1588,3.466515740217887e-06
77457,Matagorda,TX,Matagorda,396,8.644459906336796e-07
77458,Midfield,TX,Matagorda,87,1.8991616460891447e-07
77465,Palacios,TX,Matagorda,7001,1.5282793889965635e-05
77468,Pledger,TX,Matagorda,42,9.168366567326905e-08
77482,Van Vleck,TX,Matagorda,1886,4.117033177613939e-06
77483,Wadsworth,TX,Matagorda,226,4.933454390990192e-07
78852,Eagle Pass,TX,Maverick,56838,0.00012407419498898254
78853,Eagle Pass,TX,Maverick,56838,0.00012407419498898254
78860,El Indio,TX,Maverick,23,5.020772167821877e-08
78877,Quemado,TX,Maverick,777,1.6961478149554775e-06
78009,Castroville,TX,Medina,8620,1.8816980907228077e-05
78016,Devine,TX,Medina,10026,2.18862007628618e-05
78039,La Coste,TX,Medina,1747,3.813603903123834e-06
78056,Mico,TX,Medina,1936,4.226180398653545e-06
78059,Natalia,TX,Medina,5910,1.2901201526881431e-05
78066,Rio Medina,TX,Medina,640,1.397084429306957e-06
78850,D Hanis,TX,Medina,1305,2.848742469133717e-06
78861,Hondo,TX,Medina,13965,3.048481883636196e-05
78886,Yancey,TX,Medina,379,8.273359354802136e-07
76841,Fort Mc Kavett,TX,Menard,25,5.457361051980301e-08
76848,Hext,TX,Menard,64,1.397084429306957e-07
76859,Menard,TX,Menard,1978,4.317864064326814e-06
79701,Midland,TX,Midland,30697,6.700984488505572e-05
79702,Midland,TX,Midland,30697,6.700984488505572e-05
79703,Midland,TX,Midland,23111,5.045002850892669e-05
79704,Midland,TX,Midland,23111,5.045002850892669e-05
79705,Midland,TX,Midland,41242,9.002899380230863e-05
79706,Midland,TX,Midland,25919,5.6579736442510965e-05
79707,Midland,TX,Midland,39020,8.517849129930853e-05
79708,Midland,TX,Midland,39020,8.517849129930853e-05
79710,Midland,TX,Midland,39020,8.517849129930853e-05
79711,Midland,TX,Midland,39020,8.517849129930853e-05
79712,Midland,TX,Midland,39020,8.517849129930853e-05
76518,Buckholts,TX,Milam,1880,4.103935511089186e-06
76519,Burlington,TX,Milam,401,8.753607127376402e-07
76520,Cameron,TX,Milam,7921,1.7291102757094386e-05
76523,Davilla,TX,Milam,0,0.0
76556,Milano,TX,Milam,1372,2.994999745326789e-06
76567,Rockdale,TX,Milam,9170,2.0017600338663745e-05
76577,Thorndale,TX,Milam,3052,6.662346372257551e-06
77857,Gause,TX,Milam,700,1.5280610945544842e-06
76844,Goldthwaite,TX,Mills,3706,8.089992023455598e-06
76864,Mullin,TX,Mills,822,1.7943803138911229e-06
76870,Priddy,TX,Mills,230,5.020772167821877e-07
76880,Star,TX,Mills,1857,4.053727789410967e-06
79512,Colorado City,TX,Mitchell,7716,1.6843599150832e-05
79532,Loraine,TX,Mitchell,696,1.5193293168713157e-06
79565,Westbrook,TX,Mitchell,203,4.431377174208004e-07
76230,Bowie,TX,Montague,9762,2.130990343577268e-05
76239,Forestburg,TX,Montague,1214,2.650094526841634e-06
76251,Montague,TX,Montague,671,1.4647557063515127e-06
76255,Nocona,TX,Montague,5444,1.1883949426792303e-05
76261,Ringgold,TX,Montague,235,5.129919388861483e-07
76265,Saint Jo,TX,Montague,1602,3.4970769621089767e-06
76270,Sunset,TX,Montague,1834,4.003520067732749e-06
77301,Conroe,TX,Montgomery,33660,7.347790920386277e-05
77302,Conroe,TX,Montgomery,18972,4.141482155126811e-05
77303,Conroe,TX,Montgomery,20163,4.4014708356431524e-05
77304,Conroe,TX,Montgomery,30785,6.720194399408542e-05
77305,Conroe,TX,Montgomery,30785,6.720194399408542e-05
77306,Conroe,TX,Montgomery,13245,2.8913098853391634e-05
77316,Montgomery,TX,Montgomery,24199,5.282507203874852e-05
77318,Willis,TX,Montgomery,15380,3.3573685191782814e-05
77333,Dobbin,TX,Montgomery,7699,1.6806489095678533e-05
77353,Magnolia,TX,Montgomery,33740,7.365254475752614e-05
77354,Magnolia,TX,Montgomery,36679,8.006821841023419e-05
77355,Magnolia,TX,Montgomery,28074,6.1283981669318e-05
77356,Montgomery,TX,Montgomery,26753,5.8400312089451595e-05
77357,New Caney,TX,Montgomery,25359,5.535728756686738e-05
77362,Pinehurst,TX,Montgomery,5960,1.3010348747921037e-05
77365,Porter,TX,Montgomery,34781,7.592498989957073e-05
77372,Splendora,TX,Montgomery,13238,2.889781824244609e-05
77378,Willis,TX,Montgomery,16201,3.536588256125314e-05
77380,Spring,TX,Montgomery,25879,5.649241866567928e-05
77381,Spring,TX,Montgomery,36507,7.969275196985793e-05
77384,Conroe,TX,Montgomery,17926,3.913146168711955e-05
77385,Conroe,TX,Montgomery,25572,5.5822254728496104e-05
77386,Spring,TX,Montgomery,54802,0.00011962972014824978
77387,Spring,TX,Montgomery,54802,0.00011962972014824978
77393,Spring,TX,Montgomery,35349,7.716490233058067e-05
79013,Cactus,TX,Moore,3708,8.094357912297182e-06
79029,Dumas,TX,Moore,15984,3.489218362194125e-05
79058,Masterson,TX,Moore,0,0.0
79086,Sunray,TX,Moore,2148,4.688964615861474e-06
75568,Naples,TX,Morris,2459,5.367860330727824e-06
75571,Omaha,TX,Morris,2971,6.4855278741733894e-06
75636,Cason,TX,Morris,13553,2.9585445734995607e-05
75638,Daingerfield,TX,Morris,5777,1.261086991891608e-05
75668,Lone Star,TX,Morris,2285,4.988028001509995e-06
79234,Flomot,TX,Motley,24,5.239066609901089e-08
79244,Matador,TX,Motley,855,1.8664174797772629e-06
79256,Roaring Springs,TX,Motley,227,4.955283835198113e-07
75760,Cushing,TX,Nacogdoches,2392,5.221603054534752e-06
75788,Sacul,TX,Nacogdoches,109,2.3794094186634111e-07
75937,Chireno,TX,Nacogdoches,925,2.0192235892327113e-06
75943,Douglass,TX,Nacogdoches,1344,2.9338773015446097e-06
75944,Etoile,TX,Nacogdoches,1265,2.761424692302032e-06
75946,Garrison,TX,Nacogdoches,3543,7.734172082866483e-06
75958,Martinsville,TX,Nacogdoches,8510,1.8576857020940946e-05
75961,Nacogdoches,TX,Nacogdoches,15644,3.4149982518871933e-05
75962,Nacogdoches,TX,Nacogdoches,3189,6.961409757906072e-06
75963,Nacogdoches,TX,Nacogdoches,3189,6.961409757906072e-06
75964,Nacogdoches,TX,Nacogdoches,19717,4.304111514475824e-05
75965,Nacogdoches,TX,Nacogdoches,18281,3.990640695650075e-05
75978,Woden,TX,Nacogdoches,143,3.121610521732732e-07
75102,Barry,TX,Navarro,1177,2.5693255832723256e-06
75105,Chatfield,TX,Navarro,190,4.1475943995050286e-07
75109,Corsicana,TX,Navarro,4555,9.943311836708109e-06
75110,Corsicana,TX,Navarro,29213,6.377035536460021e-05
75144,Kerens,TX,Navarro,3265,7.127313533886273e-06
75151,Corsicana,TX,Navarro,62452,0.00013632924496730951
75153,Powell,TX,Navarro,397,8.666289350544718e-07
76626,Blooming Grove,TX,Navarro,1192,2.6020697495842074e-06
76639,Dawson,TX,Navarro,1471,3.211111242985209e-06
76641,Frost,TX,Navarro,1688,3.684810182297099e-06
76679,Purdon,TX,Navarro,1376,3.0037315230099575e-06
76681,Richland,TX,Navarro,675,1.4734874840346812e-06
75928,Bon Wier,TX,Newton,1212,2.64572863800005e-06
75932,Burkeville,TX,Newton,1691,3.6913590155594754e-06
75933,Call,TX,Newton,1469,3.2067453541436247e-06
75966,Newton,TX,Newton,4619,1.0083020279638805e-05
75977,Wiergate,TX,Newton,395,8.622630462128875e-07
77614,Deweyville,TX,Newton,278,6.068585489802094e-07
79506,Blackwell,TX,Nolan,725,1.5826347050742872e-06
79535,Maryneal,TX,Nolan,157,3.427222740643629e-07
79537,Nolan,TX,Nolan,30,6.548833262376361e-08
79545,Roscoe,TX,Nolan,1872,4.086471955722849e-06
79556,Sweetwater,TX,Nolan,12914,2.8190544250109443e-05
78330,Agua Dulce,TX,Nueces,899,1.962467034292116e-06
78339,Banquete,TX,Nueces,330,7.203716588613997e-07
78343,Bishop,TX,Nueces,4278,9.33863623214869e-06
78347,Chapman Ranch,TX,Nueces,353,7.705793805396185e-07
78351,Driscoll,TX,Nueces,366,7.98957658009916e-07
78373,Port Aransas,TX,Nueces,4174,9.11161001238631e-06
78380,Robstown,TX,Nueces,24438,5.3346795755317834e-05
78401,Corpus Christi,TX,Nueces,5402,1.1792265761119034e-05
78402,Corpus Christi,TX,Nueces,231,5.042601612029798e-07
78403,Corpus Christi,TX,Nueces,231,5.042601612029798e-07
78404,Corpus Christi,TX,Nueces,18376,4.0113786676476e-05
78405,Corpus Christi,TX,Nueces,15326,3.3455806193060034e-05
78406,Corpus Christi,TX,Nueces,2074,4.5274267287228575e-06
78407,Corpus Christi,TX,Nueces,3078,6.719102927198146e-06
78408,Corpus Christi,TX,Nueces,11787,2.573036588787672e-05
78409,Corpus Christi,TX,Nueces,2678,5.845925158881298e-06
78410,Corpus Christi,TX,Nueces,28065,6.126433516953086e-05
78411,Corpus Christi,TX,Nueces,25999,5.6754371996174335e-05
78412,Corpus Christi,TX,Nueces,40268,8.79028059364571e-05
78413,Corpus Christi,TX,Nueces,40778,8.901610759106109e-05
78414,Corpus Christi,TX,Nueces,39642,8.653628272904124e-05
78415,Corpus Christi,TX,Nueces,40439,8.827608943241256e-05
78416,Corpus Christi,TX,Nueces,15635,3.4130336019084804e-05
78417,Corpus Christi,TX,Nueces,4558,9.949860669970484e-06
78418,Corpus Christi,TX,Nueces,30629,6.686140466444186e-05
78419,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78426,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78427,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78460,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78463,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78465,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78466,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78467,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78468,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78469,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78472,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
78480,Corpus Christi,TX,Nueces,793,1.7310749256881514e-06
79033,Farnsworth,TX,Ochiltree,76,1.6590377598020114e-07
79070,Perryton,TX,Ochiltree,10045,2.192767670685685e-05
79093,Waka,TX,Ochiltree,97,2.1174560881683567e-07
79001,Adrian,TX,Oldham,200,4.3658888415842406e-07
79010,Boys Ranch,TX,Oldham,996,2.174212643108952e-06
79092,Vega,TX,Oldham,1018,2.2222374203663785e-06
79098,Wildorado,TX,Oldham,516,1.126399321128734e-06
77611,Bridge City,TX,Orange,8633,1.8845359184698375e-05
77626,Mauriceville,TX,Orange,10025,2.1884017818441007e-05
77630,Orange,TX,Orange,29026,6.336214475791209e-05
77631,Orange,TX,Orange,29026,6.336214475791209e-05
77632,Orange,TX,Orange,23288,5.08364096714069e-05
77639,Orangefield,TX,Orange,23288,5.08364096714069e-05
77662,Vidor,TX,Orange,26077,5.6924641660996126e-05
77670,Vidor,TX,Orange,6236,1.3612841408059662e-05
76067,Mineral Wells,TX,Palo Pinto,20215,4.412822146631271e-05
76068,Mineral Wells,TX,Palo Pinto,20215,4.412822146631271e-05
76449,Graford,TX,Palo Pinto,2506,5.4704587185050535e-06
76453,Gordon,TX,Palo Pinto,1275,2.7832541365099534e-06
76463,Mingus,TX,Palo Pinto,382,8.3388476874259e-07
76472,Santo,TX,Palo Pinto,1699,3.7088225709258124e-06
76475,Strawn,TX,Palo Pinto,892,1.9471864233465713e-06
76484,Palo Pinto,TX,Palo Pinto,921,2.010491811549543e-06
75631,Beckville,TX,Panola,3151,6.878457869915971e-06
75633,Carthage,TX,Panola,13553,2.9585445734995607e-05
75637,Clayton,TX,Panola,13553,2.9585445734995607e-05
75639,De Berry,TX,Panola,2821,6.158086211054571e-06
75643,Gary,TX,Panola,2421,5.284908442737723e-06
75669,Long Branch,TX,Panola,489,1.0674598217673468e-06
75685,Panola,TX,Panola,7607,1.660565820896566e-05
76008,Aledo,TX,Parker,17910,3.909653457638687e-05
76066,Millsap,TX,Parker,2443,5.33293321999515e-06
76082,Springtown,TX,Parker,18951,4.136897971843147e-05
76085,Weatherford,TX,Parker,11119,2.4272159014787585e-05
76086,Weatherford,TX,Parker,23383,5.104378939138215e-05
76087,Weatherford,TX,Parker,27089,5.913378141483775e-05
76088,Weatherford,TX,Parker,11827,2.5817683664708406e-05
76098,Azle,TX,Parker,1753,3.826701569648587e-06
76439,Dennis,TX,Parker,5706,1.2455880865039838e-05
76485,Peaster,TX,Parker,921,2.010491811549543e-06
76487,Poolville,TX,Parker,3201,6.987605090955577e-06
76490,Whitt,TX,Parker,79,1.724526092425775e-07
79009,Bovina,TX,Parmer,1728,3.772127959128784e-06
79035,Friona,TX,Parmer,5177,1.1301103266440808e-05
79053,Lazbuddie,TX,Parmer,152,3.318075519604023e-07
79325,Farwell,TX,Parmer,2361,5.153931777490196e-06
79730,Coyanosa,TX,Pecos,259,5.653826049851592e-07
79735,Fort Stockton,TX,Pecos,13734,2.9980558675158982e-05
79740,Girvin,TX,Pecos,1213,2.647911582420842e-06
79743,Imperial,TX,Pecos,309,6.745298260247652e-07
79744,Iraan,TX,Pecos,1320,2.881486635445599e-06
79781,Sheffield,TX,Pecos,266,5.80663215930704e-07
75934,Camden,TX,Polk,204,4.4532066184159254e-07
75939,Corrigan,TX,Polk,4912,1.0722622994930895e-05
75960,Moscow,TX,Polk,712,1.5542564276039897e-06
77326,Ace,TX,Polk,46,1.0041544335643753e-07
77332,Dallardsville,TX,Polk,7699,1.6806489095678533e-05
77335,Goodrich,TX,Polk,2912,6.356734153346654e-06
77350,Leggett,TX,Polk,192,4.191253287920871e-07
77351,Livingston,TX,Polk,33740,7.365254475752614e-05
77360,Onalaska,TX,Polk,5036,1.0993308103109118e-05
77399,Livingston,TX,Polk,57775,0.00012611961391126476
79012,Bushland,TX,Potter,1341,2.9273284682822333e-06
79101,Amarillo,TX,Potter,2133,4.656220449549593e-06
79102,Amarillo,TX,Potter,10395,2.269170725413409e-05
79103,Amarillo,TX,Potter,10995,2.4001473906609362e-05
79104,Amarillo,TX,Potter,6988,1.5254415612495337e-05
79105,Amarillo,TX,Potter,0,0.0
79106,Amarillo,TX,Potter,27015,5.897224352769913e-05
79107,Amarillo,TX,Potter,34844,7.606251539808064e-05
79108,Amarillo,TX,Potter,16083,3.5108295119599673e-05
79111,Amarillo,TX,Potter,2333,5.092809333708017e-06
79116,Amarillo,TX,Potter,2333,5.092809333708017e-06
79117,Amarillo,TX,Potter,2333,5.092809333708017e-06
79120,Amarillo,TX,Potter,16394,3.578719083446602e-05
79124,Amarillo,TX,Potter,8805,1.922082562507462e-05
79159,Amarillo,TX,Potter,8805,1.922082562507462e-05
79166,Amarillo,TX,Potter,8805,1.922082562507462e-05
79168,Amarillo,TX,Potter,8805,1.922082562507462e-05
79172,Amarillo,TX,Potter,8805,1.922082562507462e-05
79174,Amarillo,TX,Potter,8805,1.922082562507462e-05
79178,Amarillo,TX,Potter,8805,1.922082562507462e-05
79185,Amarillo,TX,Potter,8805,1.922082562507462e-05
79189,Amarillo,TX,Potter,8805,1.922082562507462e-05
79843,Marfa,TX,Presidio,2317,5.057882222975343e-06
79845,Presidio,TX,Presidio,4689,1.0235826389094253e-05
79846,Redford,TX,Presidio,105,2.2920916418317263e-07
75410,Alba,TX,Rains,5726,1.2499539753455681e-05
75440,Emory,TX,Rains,6506,1.4202236401673535e-05
75472,Point,TX,Rains,3685,8.044150190618964e-06
79015,Canyon,TX,Randall,22193,4.844608553063953e-05
79016,Canyon,TX,Randall,138,3.012463300693126e-07
79091,Umbarger,TX,Randall,132,2.881486635445599e-07
79109,Amarillo,TX,Randall,44352,9.681795095097212e-05
79110,Amarillo,TX,Randall,19138,4.17771903251196e-05
79114,Amarillo,TX,Randall,2333,5.092809333708017e-06
79118,Amarillo,TX,Randall,23246,5.074472600573363e-05
79119,Amarillo,TX,Randall,16394,3.578719083446602e-05
79121,Amarillo,TX,Randall,6252,1.3647768518792336e-05
76932,Big Lake,TX,Reagan,3769,8.227517521965502e-06
78833,Camp Wood,TX,Real,1536,3.353002630336697e-06
78873,Leakey,TX,Real,1908,4.1650579548713655e-06
78879,Rio Frio,TX,Real,137,2.990633856485205e-07
75412,Bagwell,TX,Red River,567,1.2377294865891322e-06
75417,Bogata,TX,Red River,2628,5.736777937841692e-06
75426,Clarksville,TX,Red River,4625,1.0096117946163557e-05
75436,Detroit,TX,Red River,2159,4.712977004490188e-06
75550,Annona,TX,Red River,790,1.724526092425775e-06
75554,Avery,TX,Red River,2077,4.533975561985234e-06
79718,Balmorhea,TX,Reeves,886,1.9340887568218186e-06
79770,Orla,TX,Reeves,69,1.506231650346563e-07
79772,Pecos,TX,Reeves,13875,3.0288353838490672e-05
79780,Saragosa,TX,Reeves,250,5.457361051980301e-07
79785,Toyah,TX,Reeves,77,1.6808672040099326e-07
79786,Toyahvale,TX,Reeves,77,1.6808672040099326e-07
77950,Austwell,TX,Refugio,160,3.4927110732673925e-07
77990,Tivoli,TX,Refugio,878,1.9166252014554816e-06
78340,Bayside,TX,Refugio,440,9.60495545148533e-07
78377,Refugio,TX,Refugio,3712,8.10308968998035e-06
78393,Woodsboro,TX,Refugio,2166,4.728257615435733e-06
79059,Miami,TX,Roberts,701,1.5302440389752763e-06
76629,Bremond,TX,Robertson,1627,3.5516505726287797e-06
77837,Calvert,TX,Robertson,1869,4.079923122460473e-06
77856,Franklin,TX,Robertson,5348,1.167438676239626e-05
77859,Hearne,TX,Robertson,6822,1.4892046838643845e-05
77867,Mumford,TX,Robertson,130,2.8378277470297564e-07
77870,New Baden,TX,Robertson,17028,3.717117759724823e-05
77882,Wheelock,TX,Robertson,1197,2.612984471688168e-06
75032,Rockwall,TX,Rockwall,32317,7.054621484673895e-05
75087,Rockwall,TX,Rockwall,33638,7.342988442660535e-05
75132,Fate,TX,Rockwall,1705,3.721920237450565e-06
75189,Royse City,TX,Rockwall,27179,5.933024641270904e-05
76821,Ballinger,TX,Runnels,4578,9.993519558386327e-06
76861,Miles,TX,Runnels,1927,4.206533898866416e-06
76865,Norton,TX,Runnels,144,3.143439965940653e-07
76875,Rowena,TX,Runnels,522,1.1394969876534868e-06
79566,Wingate,TX,Runnels,376,8.207871022178372e-07
79567,Winters,TX,Runnels,3352,7.317229698495187e-06
75652,Henderson,TX,Rusk,16946,3.699217615474327e-05
75653,Henderson,TX,Rusk,16946,3.699217615474327e-05
75654,Henderson,TX,Rusk,12450,2.71776580388619e-05
75658,Joinerville,TX,Rusk,7722,1.6856696817356755e-05
75666,Laird Hill,TX,Rusk,25702,5.6106037503199074e-05
75667,Laneville,TX,Rusk,1142,2.4929225285446014e-06
75680,Minden,TX,Rusk,15970,3.486162240005016e-05
75681,Mount Enterprise,TX,Rusk,2148,4.688964615861474e-06
75682,New London,TX,Rusk,507,1.106752821341605e-06
75684,Overton,TX,Rusk,7607,1.660565820896566e-05
75687,Price,TX,Rusk,13132,2.8666426133842124e-05
75689,Selman City,TX,Rusk,13132,2.8666426133842124e-05
75691,Tatum,TX,Rusk,3587,7.830221637381336e-06
75930,Bronson,TX,Sabine,2026,4.422645396524836e-06
75931,Brookeland,TX,Sabine,2075,4.52960967314365e-06
75948,Hemphill,TX,Sabine,6269,1.3684878573945803e-05
75959,Milam,TX,Sabine,678,1.4800363172970576e-06
75968,Pineland,TX,Sabine,1846,4.029715400782254e-06
75929,Broaddus,TX,San Augustine,1682,3.6717125157723464e-06
75972,San Augustine,TX,San Augustine,5997,1.3091117691490346e-05
77331,Coldspring,TX,San Jacinto,7699,1.6806489095678533e-05
77359,Oakhurst,TX,San Jacinto,475,1.0368985998762571e-06
77364,Pointblank,TX,San Jacinto,1551,3.3857467966485786e-06
77371,Shepherd,TX,San Jacinto,7910,1.7267090368465673e-05
78335,Aransas Pass,TX,San Patricio,0,0.0
78336,Aransas Pass,TX,San Patricio,11436,2.4964152396178688e-05
78352,Edroy,TX,San Patricio,487,1.0630939329257626e-06
78359,Gregory,TX,San Patricio,2065,4.5077802289357284e-06
78362,Ingleside,TX,San Patricio,10184,2.2231105981346953e-05
78368,Mathis,TX,San Patricio,9725,2.122913449220337e-05
78370,Odem,TX,San Patricio,4846,1.0578548663158615e-05
78374,Portland,TX,San Patricio,17885,3.9041960965867076e-05
78387,Sinton,TX,San Patricio,9481,2.0696496053530093e-05
78390,Taft,TX,San Patricio,5416,1.1822826983010124e-05
76832,Cherokee,TX,San Saba,687,1.4996828170841867e-06
76871,Richland Springs,TX,San Saba,700,1.5280610945544842e-06
76877,San Saba,TX,San Saba,4332,9.456515230871465e-06
76936,Eldorado,TX,Schleicher,3061,6.68199287204468e-06
79516,Dunn,TX,Scurry,7716,1.6843599150832e-05
79517,Fluvanna,TX,Scurry,203,4.431377174208004e-07
79526,Hermleigh,TX,Scurry,975,2.1283708102723173e-06
79527,Ira,TX,Scurry,191,4.16942384371295e-07
79549,Snyder,TX,Scurry,16024,3.4979501398772936e-05
